txname	uhr 1	uhr 2	uhr 3	uhr 4	brain 1	brain 2	brain 3	brain 4	seqnames	start	end	width	strand	tx_id
NM_006432	2.47209987	2.47862689	2.55074932	2.34891969	0.85620527	0.88647977	0.85894413	0.85055784	chr14	74016396	74029837	13442	-	25825
NM_006452	1.802429	1.77848828	1.8744683	1.82891223	0.25750485	0.25122124	0.27634813	0.26234075	chr4	56996672	57022291	25620	+	8086
NM_006464	0.70353652	0.70595514	0.70152322	0.69930978	0.89283812	0.90022315	0.88936294	0.87030199	chr2	85398657	85408885	10229	-	4995
NM_006496	0.33252057	0.33664308	0.34032014	0.33884186	0.13667614	0.13538584	0.13740105	0.13361106	chr1	109892709	109939975	47267	+	2249
NM_006516	1.77030569	1.74163597	1.72987099	1.77591462	0.74014414	0.72284578	0.71497555	0.7356125	chr1	43163633	43197434	33802	-	1806
NM_006517	0.02989039	0.02759707	0.02905649	0.03003316	0.05110852	0.05538273	0.05411455	0.05686136	chrX	73557810	73670477	112668	+	17854
NM_006521	0.32294781	0.32746808	0.3249636	0.32490138	0.46864501	0.45007038	0.45250441	0.45917195	chrX	48771186	48787934	16749	-	17403
NM_006539	0.0023375	0.00383613	0.0026384	0.00252713	0.61746811	0.64181215	0.65027905	0.64191497	chr16	24174375	24281238	106864	+	27698
NM_006572	0.8474457	0.84270206	0.85510729	0.839943	0.62532403	0.6363221	0.64739669	0.6599552	chr17	60435869	60483382	47514	-	30612
NM_006583	0.00049585	0.00049585	0.00049585	0.00049585	0.00049016	0.00054972	0.00049016	0.00049016	chr4	110968599	110985310	16712	+	8889
NM_006593	0.00540721	0.00455677	0.00531995	0.00587837	1.13190377	1.08207567	1.13604339	1.12094828	chr2	161980866	161989819	8954	+	5382
NM_006594	0.14426702	0.14324366	0.16199557	0.1444137	0.20544626	0.20105578	0.2249262	0.20469997	chr1	114239200	114249264	10065	-	2330
NM_006610	0.00139075	0.00175514	0.00169651	0.00221234	0.00048363	0.00048363	0.00048363	0.00048363	chr1	11009167	11029872	20706	-	232
NM_006633	0.1508579	0.1515183	0.15691268	0.15596766	0.00493852	0.0051832	0.00561217	0.00543233	chr5	75734905	76039713	304809	+	9416
NM_006640	8.75015142	8.69367614	8.95577785	9.28226897	3.40140326	3.44416693	3.35242856	3.40680683	chr17	72827192	73008273	181082	+	30836
NM_006668	0.00204491	0.00146556	0.00239435	0.00152989	0.37043143	0.38122319	0.36105102	0.38905223	chr14	99220508	99263391	42884	+	26095
NM_006695	0.01942956	0.02074698	0.01942343	0.01679359	3.12057725	3.0929836	3.19408787	3.32349942	chr17	39741453	39750764	9312	+	30156
NM_006704	1.18090104	1.17027759	1.13155462	1.16975086	1.65260785	1.67649137	1.6627409	1.61286481	chr13	52124832	52160434	35603	+	25002
NM_006810	0.10049088	0.10458157	0.10009353	0.10069273	0.00749923	0.00729814	0.00859379	0.00820549	chr3	124268546	124363643	95098	+	7352
NM_006817	1.51134127	1.57492436	1.53603631	1.55222664	0.7953782	0.7971304	0.79321925	0.79748555	chr12	110935535	110945407	9873	+	24380
NM_006823	0.0609044	0.06013109	0.05993664	0.06525026	0.54059416	0.55091	0.54458996	0.57050919	chr8	79590891	79678040	87150	+	15152
NM_006831	0.11318218	0.11807024	0.11347315	0.11996561	0.05428644	0.05465593	0.05453906	0.05328582	chr11	57181792	57185913	4122	+	21759
NM_006834	0.47781947	0.46636008	0.47660029	0.48751757	0.04524225	0.03951721	0.0432515	0.04548769	chr6	146906521	146917779	11259	+	12318
NM_006841	0.17317674	0.17163172	0.17668136	0.17851399	0.25011837	0.25271806	0.25111496	0.25158478	chr3	50217696	50233410	15715	+	7018
NM_006849	0.07875636	0.07940963	0.07955452	0.08000179	0.52034727	0.49890233	0.51527008	0.48527893	chr16	273119	277210	4092	+	27891
NM_006887	2.76440482	2.64515919	2.84294228	2.7919491	0.89918381	0.84559674	0.88178954	0.88134015	chr2	43303045	43307249	4205	-	4772
NM_006896	0.00543263	0.00570717	0.00588369	0.00634064	0.00048363	0.00048363	0.00048363	0.00048363	chr7	27159863	27162821	2959	-	12783
NM_006942	0.00101641	0.00130755	0.00086014	0.00088888	0.06604709	0.06729147	0.06105276	0.05687245	chr17	7432222	7434212	1991	-	29299
NM_006993	0.61370268	0.62278766	0.64569093	0.60788088	0.09526661	0.08636018	0.08710533	0.09558849	chr10	103531072	103533160	2089	-	20415
NM_007005	0.13243295	0.13449679	0.12906743	0.12003635	0.47228019	0.46683079	0.45226756	0.45066092	chr9	81376698	81531476	154779	+	15731
NM_007029	0.03157403	0.03361994	0.03373335	0.03413493	7.50720785	7.69054114	7.90484129	7.78119161	chr8	80685604	80740965	55362	+	14275
NM_007054	0.11877909	0.1134901	0.1112356	0.11796577	0.8934011	0.88415288	0.87891524	0.88624152	chr5	132056222	132101164	44943	-	10182
NM_007062	0.43399367	0.4592439	0.4569988	0.44794682	0.24501321	0.25964324	0.26981626	0.25263408	chr12	106603720	106630387	26668	+	24315
NM_007102	0.00044329	0.00044329	0.00044329	0.00044329	0.00048363	0.00048363	0.00048363	0.00048363	chr1	42391679	42394082	2404	+	1789
NM_007127	0.03585458	0.0382916	0.03872109	0.03661319	0.00046434	0.00046434	0.00046434	0.00046434	chr2	218992082	219022492	30411	+	4464
NM_007145	0.3542508	0.36361436	0.36816859	0.33942882	0.24885182	0.22772705	0.24693714	0.22781372	chr19	41397344	41421515	24172	+	31708
NM_007167	0.00648811	0.00935324	0.00812267	0.00833691	0.0052962	0.00394725	0.00591033	0.00440395	chr1	35224354	35270156	45803	-	347
NM_007177	0.043902	0.04099736	0.0393301	0.04189906	7.41395432	7.2302628	7.26117643	7.30824322	chr3	58524885	58538531	13647	-	7164
NM_007191	0.00046296	0.00129296	0.00081608	0.000503	0.18018089	0.18151571	0.17212567	0.17046097	chr12	63730671	63801613	70943	-	24139
NM_007195	0.03141441	0.03748652	0.03741341	0.03501666	0.04640215	0.04591224	0.04995285	0.04751863	chr18	50049847	50078602	28756	+	31180
NM_007210	0.02430801	0.02447961	0.02507629	0.02522803	0.03419235	0.03478475	0.03453087	0.03769194	chr12	50032100	50071467	39368	-	23080
NM_007231	0.07292688	0.06285325	0.07433066	0.06724686	0.00046434	0.00046434	0.00046434	0.00046434	chrX	115481775	115506653	24879	+	18195
NM_007252	0.01884722	0.01907107	0.01990863	0.01793035	0.03728987	0.0416119	0.04045064	0.04376423	chr7	38984134	39470915	486782	+	12915
NM_007256	0.00999578	0.00989527	0.01133537	0.0103014	0.06590392	0.06409324	0.07617365	0.07967871	chr11	74539680	74595093	55414	+	20981
NM_007260	0.63005193	0.64574381	0.633342	0.64708395	0.24222317	0.23437816	0.24410535	0.24219622	chr1	23990233	23994616	4384	+	1432
NM_007275	0.00600507	0.00498965	0.006532	0.00694299	0.01124976	0.01011557	0.0138312	0.01226932	chr3	50337345	50340672	3328	-	7042
NM_007281	0.01380143	0.01232545	0.01219982	0.01312714	2.44871138	2.48125218	2.53165439	2.58799921	chr4	174545874	174557192	11319	-	9063
NM_007348	0.87221056	0.95211202	0.87837385	0.89293382	0.80934216	0.85030405	0.80392703	0.80147316	chr1	160002708	160195476	192769	+	711
NM_007357	0.3732021	0.37749994	0.37660374	0.38532889	0.44286627	0.44577074	0.44328301	0.45349617	chr1	228844825	228896354	51530	+	945
NM_007363	2.24609698	2.16668095	2.26438719	2.14704909	0.61512723	0.60267692	0.5949672	0.59464535	chrX	70419767	70437743	17977	+	17788
NM_012071	0.34536998	0.33362148	0.33850768	0.3275512	0.36371363	0.35434516	0.35778723	0.36427186	chr10	22645305	22649243	3939	+	19898
NM_012080	0.17564701	0.17031719	0.17427507	0.18136745	0.10758638	0.10531848	0.09731715	0.10401671	chrX	6976961	7076231	99271	-	16978
NM_012087	0.89191011	0.86142553	0.88767769	0.95091557	0.6792421	0.66397404	0.65018544	0.70080261	chr9	134895883	134923711	27829	+	16752
NM_012091	0.19549752	0.20665156	0.20257744	0.2107337	0.12048281	0.12310197	0.13577055	0.12978657	chr16	74189748	74214722	24975	-	28828
NM_012108	0.00288611	0.00212131	0.00146209	0.00217566	0.00040228	0.00040228	0.00040228	0.00040228	chr4	68107041	68155211	48171	+	8679
NM_012128	0.00038451	0.00038451	0.00038451	0.00038451	0.01770419	0.01859192	0.01817629	0.01805986	chr1	86785347	86819020	33674	+	2108
NM_012139	0.18408952	0.19376822	0.18735192	0.17803607	0.50330092	0.53028495	0.51153101	0.50639246	chr11	17766172	17991213	225042	-	20649
NM_012155	0.05110295	0.04812937	0.05479649	0.05120568	0.17694497	0.16559104	0.18289156	0.18536452	chr19	50804498	50834515	30018	-	33105
NM_012170	0.45706695	0.46481221	0.46222054	0.44560197	0.18463784	0.18858863	0.19278901	0.1847675	chr15	73983255	74010263	27009	+	27322
NM_012182	0.00113079	0.00119758	0.00113171	0.00101393	0.00040984	0.00040984	0.00040984	0.00040984	chr15	58083713	58085434	1722	+	27146
NM_012259	0.03394054	0.03329483	0.03127143	0.02941303	0.10019405	0.08714403	0.0918069	0.09211502	chr6	126112425	126124108	11684	+	12121
NM_012278	0.02975848	0.0333487	0.03189575	0.02810176	0.00664088	0.00667717	0.00651814	0.00667962	chrX	70438353	70441929	3577	+	17791
NM_012282	0.01221897	0.01425531	0.01137747	0.01523857	0.08765345	0.08799221	0.0863613	0.08732357	chrX	108753585	108755049	1465	-	18130
NM_012310	0.3511412	0.3534888	0.3658099	0.37314291	0.00373882	0.00332444	0.00351424	0.00314239	chrX	69426604	69557499	130896	+	17759
NM_012328	0.44516992	0.45415319	0.42190742	0.44832883	0.72094383	0.72309811	0.73031826	0.74475512	chr7	107997425	108002530	5106	+	13692
NM_012329	0.67686956	0.67046992	0.68698505	0.65566769	0.47595832	0.47175373	0.49285269	0.47092692	chr17	50824973	50854340	29368	-	30425
NM_012344	0.00083386	0.00089423	0.00061385	0.00089889	0.12955716	0.12342686	0.12405966	0.12387802	chr2	11715755	11727780	12026	-	4592
NM_012360	0.0039456	0.00390435	0.00368555	0.00375036	0.01245879	0.01249798	0.01184291	0.01092068	chr16	3194248	3195186	939	+	28083
NM_012387	0.00083433	0.00053598	0.00063812	0.00072596	0.00049016	0.00083016	0.00070235	0.00075147	chr1	17507277	17563082	55806	+	1343
NM_012391	0.05556897	0.05374516	0.05660203	0.05349134	0.00929017	0.00893804	0.01055225	0.00993433	chr6	34613558	34632069	18512	-	11419
NM_012447	0.0579235	0.05923279	0.05875516	0.05510205	0.00769718	0.0063711	0.00755216	0.00697852	chr7	99613474	99649946	36473	+	13521
NM_012455	0.05913327	0.06032194	0.06184738	0.0621301	0.00800699	0.00868895	0.00973281	0.00898851	chr2	113648031	113677148	29118	+	5210
NM_013279	0.00038451	0.00038451	0.00038451	0.00038451	0.00511497	0.00603509	0.00564306	0.00476685	chr11	61279437	61312565	33129	+	21881
NM_013292	0.00153415	0.00128539	0.00199917	0.00181929	0.00082995	0.00107088	0.00155325	0.00083165	chr16	30293624	30296811	3188	+	28429
NM_013300	0.22338641	0.24491264	0.24566376	0.2247185	0.2381267	0.24562666	0.24448329	0.23901825	chr12	109390615	109412575	21961	+	24358
NM_013305	0.00897217	0.00926591	0.00767601	0.00797314	0.54449934	0.54904288	0.50256638	0.52045143	chr18	42513079	42591037	77959	-	31394
NM_013333	0.62830515	0.61504951	0.66321982	0.65242497	0.8331039	0.84549393	0.88925173	0.89564704	chr19	60878373	60898945	20573	+	33837
NM_013356	0.00048311	0.00046296	0.00046296	0.00046296	0.00879828	0.00931888	0.01125176	0.01071547	chr22	36804090	36809116	5027	-	35921
NM_013362	0.00871219	0.0089831	0.00866079	0.00877195	0.01186518	0.01205686	0.01252609	0.01272018	chr19	49309388	49329095	19708	+	33042
NM_013364	0.01314619	0.01298748	0.01407549	0.013671	0.32828627	0.32145182	0.33216317	0.33969747	chrX	151975422	151979483	4062	+	18721
NM_013365	0.13921971	0.13434794	0.13940995	0.1265457	0.23774983	0.22562612	0.23742652	0.23778462	chr22	36334427	36359517	25091	+	35895
NM_013417	0.42574637	0.41987442	0.42452815	0.4365548	0.14432378	0.14753416	0.1457635	0.14305673	chr9	94012446	94095793	83348	-	16382
NM_014020	0.0030105	0.00322508	0.00344414	0.00312624	0.09511603	0.09361084	0.09675044	0.09376231	chr7	150119309	150129381	10073	-	14131
NM_014033	0.10814211	0.11379838	0.10936114	0.11191508	0.29695584	0.28599206	0.29956202	0.30391885	chr12	49604801	49612567	7767	+	23811
NM_014043	0.26653521	0.25471657	0.27862402	0.27136005	0.3690687	0.36935247	0.37276887	0.36966517	chr3	87359103	87387388	28286	+	7201
NM_014078	0.46182882	0.48376733	0.47520492	0.49875252	0.1365679	0.13682235	0.13841838	0.14121602	chr8	121477264	121526828	49565	-	14646
NM_014112	0.29299745	0.29315729	0.3002715	0.30227296	0.3181547	0.31994426	0.32027656	0.30750713	chr8	116489900	116750402	260503	-	14636
NM_014155	0.20828649	0.21229251	0.22726465	0.21581046	0.23994545	0.24484803	0.26932005	0.24940707	chr11	129601784	129689817	88034	-	21113
NM_014211	0.0047779	0.00628197	0.00557629	0.00676433	0.00040984	0.00040984	0.00040984	0.00040984	chr5	170143301	170173628	30328	+	10543
NM_014246	0.0405401	0.03911261	0.04453374	0.04417122	0.00041786	0.00044873	0.00043587	0.00040228	chr22	45135395	45311731	176337	-	36147
NM_014254	0.44528476	0.43163752	0.46012945	0.44258418	0.20747577	0.2126365	0.21759862	0.21141703	chr12	62459904	62489154	29251	+	24135
NM_014267	0.87727815	0.91869411	0.8842146	0.84904798	0.80645417	0.79534341	0.79678148	0.81398188	chr11	16716724	16736477	19754	+	21474
NM_014303	1.61632968	1.63925123	1.64045391	1.57890043	0.7890787	0.78133999	0.8097706	0.78880033	chr22	29302612	29317894	15283	-	35751
NM_014321	0.24328665	0.23590737	0.23805927	0.24416898	0.02385039	0.0231202	0.02371791	0.02322106	chr16	45281059	45289807	8749	+	28513
NM_014364	0.00038713	0.00038713	0.00038713	0.00038713	0.00040984	0.00040984	0.00040984	0.00040984	chr19	40716154	40728061	11908	+	32691
NM_014440	0.00044329	0.00044329	0.00044329	0.00044329	0.00048363	0.00048363	0.00048363	0.00048363	chr2	113479920	113482092	2173	+	5200
NM_014475	0.00280525	0.00329843	0.00289882	0.00254158	0.00375044	0.00460415	0.00426587	0.00475763	chr19	54128751	54140038	11288	+	31782
NM_014488	0.23343392	0.22793463	0.23013958	0.22610562	0.47168326	0.46973087	0.4838389	0.47382448	chr11	82370126	82460532	90407	-	20998
NM_014586	0.06993277	0.0723136	0.0713981	0.07542032	0.19667375	0.17938175	0.18436721	0.17630903	chr21	32167499	32298248	130750	+	35035
NM_014626	0.00333965	0.00343351	0.00259008	0.00303553	0.00048363	0.00048363	0.00048363	0.00048363	chr6	132979982	132980925	944	-	12179
NM_014663	0.04103244	0.04002985	0.04386527	0.03843004	0.0355977	0.03603087	0.03489837	0.03113793	chr1	43888384	43943776	55393	+	377
NM_014682	0.00231829	0.00311964	0.0030205	0.00408257	0.70466526	0.71079397	0.71959793	0.70083685	chr8	53185945	53484992	299048	-	14264
NM_014725	0.10612384	0.10959238	0.11113841	0.10846951	0.0579593	0.05341974	0.0594286	0.05765212	chrX	67784236	67862409	78174	+	17737
NM_014730	0.86541487	0.86892157	0.84529509	0.89816587	0.34455323	0.32827624	0.33783361	0.33872878	chr12	119609332	119624050	14719	+	24456
NM_014736	1.41097176	1.39348039	1.43641038	1.35283599	0.00577488	0.0060356	0.00581655	0.00581595	chr15	62444264	62460755	16492	-	27175
NM_014741	0.53208971	0.52480222	0.54994282	0.54396349	0.94485639	0.93944851	0.93398435	0.94852709	chr11	46595402	46652944	57543	+	21632
NM_014750	0.17568269	0.16799452	0.17764412	0.17145667	0.00040984	0.00040984	0.00040984	0.00040984	chr14	54684587	54728149	43563	-	25604
NM_014781	0.20230398	0.20417404	0.20754601	0.20780315	0.38081979	0.39046634	0.36839789	0.38714425	chr8	53697571	53789579	92009	-	14469
NM_014791	0.49283485	0.52234449	0.52517998	0.49411381	0.00079194	0.00071884	0.00048363	0.00056661	chr9	36562905	36667679	104775	+	15677
NM_014822	0.58373798	0.57080087	0.5560599	0.56790783	0.18100611	0.18504038	0.18870658	0.18050694	chr4	119863426	119976774	113349	-	8267
NM_014846	0.10766331	0.11006883	0.10475229	0.11051421	0.08686295	0.08676458	0.09466273	0.08985919	chr8	126105685	126173243	67559	-	15350
NM_014868	0.89953065	0.90198228	0.90576727	0.95017751	0.97218022	0.98158847	0.97390887	0.97985504	chr12	119456515	119499780	43266	+	24449
NM_014909	0.03805645	0.03671595	0.03534804	0.03935787	0.16602444	0.16141712	0.17465391	0.18355808	chr14	76297988	76319116	21129	+	25862
NM_015127	0.14990353	0.15251908	0.15754976	0.15839556	0.10749626	0.10943087	0.11712102	0.11035692	chr1	109273653	109307634	33982	-	2221
NM_015344	0.53997005	0.52951943	0.50642767	0.52311074	0.51057473	0.51396704	0.49251058	0.52138167	chr8	30072464	30085129	12666	+	14962
NM_015370	0.00044329	0.00044329	0.00044329	0.00044329	0.00048363	0.00048363	0.00048363	0.00048363	chr22	27784660	27787907	3248	-	35686
NM_015642	0.11346866	0.10907871	0.11022859	0.1130677	0.69370937	0.71105366	0.697828	0.7005403	chr3	115539637	116348817	809181	-	6323
NM_015722	0.02253243	0.01596853	0.02095242	0.0232942	4.65772334	4.69442929	4.8849576	4.88122231	chr10	134988918	135000465	11548	-	20594
NM_015859	0.23594272	0.23296998	0.24848582	0.24560452	0.45598928	0.44424442	0.46668659	0.46946322	chr14	80716147	80757047	40901	-	25905
NM_015931	0.01746223	0.01620039	0.01678167	0.01734643	0.00048363	0.00048363	0.00048363	0.00048363	chr3	8636320	8668737	32418	-	6017
NM_015972	0.12327529	0.1158929	0.12952675	0.12036684	0.04183471	0.04085937	0.04108953	0.04081423	chr13	27094029	27095585	1557	+	24856
NM_015986	0.14216851	0.1385397	0.13976352	0.14107368	0.06064901	0.06337344	0.0619613	0.06390347	chr17	26133828	26175904	42077	-	29691
NM_016002	0.61840631	0.61844082	0.63342649	0.61404491	0.65683677	0.67350693	0.65874467	0.64331899	chr1	244954001	244998062	44062	+	1013
NM_016022	0.35864193	0.36363104	0.37287066	0.34828056	0.1687043	0.17193656	0.1728522	0.16758028	chr1	148504423	148508156	3734	-	646
NM_016030	0.35672435	0.36558161	0.35332101	0.34748207	0.42323714	0.4330188	0.41974852	0.43213765	chr2	3362453	3462349	99897	+	3842
NM_016049	0.01819456	0.01910853	0.01800561	0.01856676	0.01187536	0.01165814	0.01158197	0.01211011	chr14	23678014	23680637	2624	-	25361
NM_016052	0.70326908	0.70130276	0.73063359	0.73648586	0.31721176	0.3371554	0.34143037	0.29888018	chr1	216525252	216577948	52697	+	899
NM_016056	0.55388365	0.53544006	0.54006409	0.54761083	0.43009571	0.40701097	0.40626627	0.41192218	chr12	64816984	64850074	33091	-	24143
NM_016139	9.00798423	9.37113064	9.67049764	9.53076899	5.03655536	5.10301836	5.20015448	5.29597771	chr7	56136760	56141681	4922	-	13066
NM_016179	0.00087464	0.00104835	0.001709	0.00130217	0.04380942	0.04566214	0.04500038	0.04677558	chr13	37108773	37341939	233167	-	24691
NM_016188	0.00115193	0.00123928	0.00101806	0.00101227	0.34779203	0.33558679	0.32833782	0.34743133	chr7	100078662	100092020	13359	-	13556
NM_016210	0.03748726	0.03942246	0.04004932	0.04026861	0.19813348	0.19283182	0.19361546	0.19259733	chr3	50570460	50580227	9768	-	7052
NM_016222	0.28896424	0.28805455	0.27056283	0.27090326	0.18620105	0.18341914	0.18487253	0.18966646	chr5	176871184	176876573	5390	-	10624
NM_016233	0.00369261	0.00374932	0.00284817	0.00335667	0.00049016	0.00049016	0.00049016	0.00049016	chr1	17448180	17483314	35135	+	1342
NM_016286	0.33924837	0.35165867	0.34746504	0.35086618	0.49176246	0.49713147	0.51111799	0.50800356	chr17	77587046	77588862	1817	-	30974
NM_016307	0.24766611	0.24154972	0.22768969	0.2303024	0.0050951	0.0069992	0.00366431	0.00415486	chr9	131467741	131524772	57032	+	16709
NM_016315	0.01414355	0.01707205	0.00990316	0.01293264	0.00048363	0.00048363	0.00048363	0.00048363	chr2	188865635	189168897	303263	+	4359
NM_016316	0.10277525	0.09502456	0.10316675	0.10011091	0.20028956	0.17810659	0.19659401	0.19343126	chr2	99383370	99472912	89543	-	5119
NM_016339	0.11006533	0.10549968	0.10853994	0.11078408	0.67825719	0.6685824	0.68907373	0.68810409	chr17	35587768	35605432	17665	+	29937
NM_016343	0.67267976	0.64404033	0.66824893	0.68796845	0.0056912	0.00632573	0.00633069	0.00679409	chr1	212843155	212904537	61383	+	165
NM_016438	0.00038451	0.00038451	0.00038451	0.00038451	0.01893097	0.01755989	0.02071368	0.01886857	chr17	40280805	40283374	2570	+	30176
NM_016440	0.13294889	0.12840187	0.13997574	0.12816049	0.10860991	0.09963679	0.1094015	0.10455395	chr19	55171536	55220617	49082	-	31789
NM_016448	0.62504366	0.63448791	0.62934918	0.63203773	0.00136387	0.0013746	0.00101436	0.00111417	chr1	210275542	210344810	69269	+	3422
NM_016526	0.06579015	0.07164701	0.07319102	0.06818932	0.05090924	0.05135144	0.04490031	0.04553291	chr11	192924	197422	4499	-	21131
NM_016541	0.00129098	0.00134387	0.00168189	0.00142946	0.19224996	0.19356374	0.19231245	0.18801421	chr16	788042	790734	2693	-	27937
NM_016542	0.36507071	0.36827238	0.37674639	0.36070981	0.03555429	0.02985353	0.03102249	0.03333323	chrX	130984926	131037652	52727	+	18412
NM_016564	0.05356475	0.04951198	0.05393125	0.04995612	3.63380006	3.43212532	3.39056784	3.50223327	chr11	777110	780126	3017	-	21178
NM_016568	0.00329048	0.00384731	0.0029668	0.00338139	0.00306618	0.00281439	0.00284116	0.00345053	chr5	33972248	33974780	2533	+	9789
NM_016591	0.03747186	0.04417525	0.03810568	0.04340034	0.1149079	0.13060265	0.12162794	0.12759104	chr5	74359045	74362480	3436	-	10003
NM_016594	0.1428537	0.13434737	0.14957385	0.14696686	0.00381837	0.00371915	0.00464231	0.00464796	chr12	47602009	47605597	3589	-	23767
NM_016621	0.01396086	0.01224601	0.01102508	0.01341306	0.19184221	0.19260938	0.18277284	0.19269287	chr11	45907446	46099561	192116	-	20862
NM_016642	0.00223409	0.00318489	0.00307524	0.00278197	0.01705725	0.0201295	0.01847328	0.01787195	chr15	39927636	39973567	45932	-	26986
NM_016647	0.1553558	0.1562375	0.14926294	0.15731579	0.07325553	0.06975156	0.07848076	0.07868556	chr8	143805623	143815352	9730	+	15402
NM_016656	0.12195454	0.12987291	0.12278203	0.11975046	0.29286189	0.29363112	0.27890455	0.26667174	chrX	55760835	55801932	41098	+	17685
NM_016734	0.00373886	0.00361506	0.00232941	0.00318303	0.00049016	0.00049016	0.00049016	0.00049016	chr9	36828531	37024476	195946	-	15679
NM_016848	0.02853439	0.03068049	0.02879822	0.02970594	0.47529658	0.54866472	0.52210343	0.50015983	chr9	90810506	90983502	172997	-	15749
NM_016936	0.33388552	0.32503124	0.33071665	0.32511934	0.24470763	0.2334992	0.22180348	0.22419082	chr16	4842078	4872364	30287	+	27637
NM_016950	0.00534707	0.00366768	0.00578957	0.0046697	0.91815913	0.9400813	0.92307302	0.94325551	chr4	167891111	168392316	501206	-	8355
NM_017450	0.07779938	0.06887154	0.07775305	0.07865691	0.92662259	0.96500939	0.93077134	0.92518093	chr17	76623542	76698907	75366	+	30904
NM_017460	0.00147549	0.00124659	0.00148482	0.00210526	0.00040984	0.00040984	0.00040984	0.00040984	chr7	99192540	99219744	27205	-	13490
NM_017503	0.14353749	0.13502709	0.12920735	0.14199203	0.07292079	0.07386039	0.06862691	0.06698466	chr9	135213242	135217861	4620	+	16763
NM_017558	0.01002221	0.00926154	0.00939263	0.00929501	0.20419698	0.20130332	0.20537204	0.19224901	chr16	69618514	69822093	203580	-	27813
NM_017559	0.00048813	0.00055979	0.00094618	0.00044403	0.00274493	0.00109341	0.00228297	0.0013327	chr17	30472744	30481864	9121	+	29755
NM_017594	0.01219902	0.01255715	0.01158918	0.01139781	2.35052491	2.39226374	2.39067379	2.35823294	chr9	92411934	92444928	32995	-	16373
NM_017614	0.01103197	0.01049715	0.0102206	0.01081717	0.01070993	0.01079969	0.01086162	0.01053882	chr5	78401303	78421653	20351	+	10019
NM_017622	0.03867103	0.03896008	0.03970103	0.04284973	0.05980406	0.05085381	0.05506669	0.06292998	chr17	8032376	8034289	1914	-	29354
NM_017681	0.08610603	0.08042711	0.08328902	0.08202501	0.00256612	0.00316914	0.00292126	0.0030155	chrX	106253313	106336326	83014	-	18106
NM_017703	0.2090621	0.20614523	0.21276937	0.21298562	0.09700358	0.10510993	0.10806613	0.10429244	chr19	9781943	9790731	8789	-	32193
NM_017708	0.00240503	0.0021745	0.00152149	0.00206216	0.00116141	0.00161526	0.00124363	0.00123004	chr19	53795669	53808506	12838	-	33238
NM_017722	0.52512349	0.51681855	0.54363512	0.56669827	0.22181709	0.21550772	0.21856702	0.21845199	chr19	13076714	13088463	11750	-	32347
NM_017736	0.25197232	0.24998921	0.24401753	0.23659519	0.19287874	0.19475514	0.19525568	0.1989321	chr16	20652490	20660700	8211	-	28252
NM_017766	0.00658201	0.0069335	0.00633788	0.00738247	0.00221315	0.0017843	0.00226811	0.00187373	chr1	10629857	10779294	149438	-	230
NM_017810	0.04368888	0.04341644	0.04232798	0.04458173	0.04434914	0.04404476	0.04506541	0.04242762	chr16	3372086	3391026	18941	-	28094
NM_017826	0.00488969	0.00503344	0.00521861	0.0051996	0.00255654	0.00225059	0.00282831	0.00268759	chr13	35640345	35686752	46408	-	24585
NM_017893	0.12616696	0.12714522	0.15932374	0.15138677	0.10757911	0.10959983	0.12562075	0.12416501	chr10	102722276	102735362	13087	+	20384
NM_017899	0.40710015	0.4063282	0.40705449	0.4054535	0.36010525	0.35792085	0.33851314	0.34897107	chr12	115961111	116021634	60524	-	23284
NM_017957	0.00727252	0.00751988	0.00609596	0.00879106	0.01294507	0.01376735	0.01236265	0.01189394	chr17	45965047	45976110	11064	+	30375
NM_017964	0.19215234	0.19978417	0.19679288	0.19595706	0.10755691	0.10657532	0.10630043	0.10395455	chr2	32244414	32302685	58272	+	4735
NM_018036	0.06367169	0.06537897	0.07034927	0.06541508	0.18828254	0.20122272	0.17364891	0.18551146	chr14	95817348	95899431	82084	-	26079
NM_018060	1.21399163	1.24997658	1.21345705	1.21929489	0.46361977	0.47799119	0.46936739	0.5000196	chr1	218334078	218388006	53929	+	907
NM_018074	0.13572585	0.1380959	0.13107195	0.13483451	0.11914705	0.12273479	0.12700697	0.12218362	chr19	4198111	4220085	21975	+	32003
NM_018083	0.28778736	0.2845625	0.26169931	0.30444294	0.79269418	0.81435965	0.76273779	0.81369141	chr19	7487004	7491911	4908	+	32097
NM_018131	0.26767358	0.27240345	0.2808405	0.2786759	0.00044699	0.00040285	0.00052609	0.00050308	chr10	95246379	95278839	32461	+	20298
NM_018138	0.14256831	0.14946352	0.15330032	0.15360987	0.1438106	0.13650035	0.14472498	0.13729258	chr3	187746550	187767835	21286	-	7748
NM_018158	0.3275487	0.33145517	0.33773403	0.34966949	0.47354531	0.46992589	0.46037735	0.47341039	chr2	27739842	27771351	31510	+	4698
NM_018159	0.04738524	0.04876405	0.04888499	0.04571043	0.13705574	0.13069491	0.12408569	0.12846143	chrX	51249603	51256199	6597	-	17516
NM_018189	0.00038713	0.00038713	0.00038713	0.00038713	0.00040984	0.00040984	0.00040984	0.00040984	chr3	110527678	110539109	11432	-	7275
NM_018204	0.17781469	0.18001106	0.17974067	0.18188634	0.05524236	0.05171031	0.05454403	0.0510929	chr13	51927496	51948764	21269	+	25000
